x1,y1,z1,x2,y2,z2
-928.786,-1038.780,21.369,-930.096,-1038.673,22.178
-928.745,-1038.777,21.591,-929.902,-1038.716,22.238
-928.060,-1038.966,24.146,-929.344,-1038.911,22.523
-928.591,-1038.873,24.014,-930.521,-1038.643,21.916
-928.695,-1038.825,23.497,-929.492,-1038.875,22.102
-928.726,-1038.814,23.323,-929.547,-1038.793,23.700
-928.728,-1038.796,21.729,-929.465,-1038.869,23.754
-928.691,-1038.798,23.823,-929.568,-1038.855,22.121
-928.743,-1038.816,24.176,-929.643,-1038.802,22.359
-928.780,-1038.792,22.418,-929.645,-1038.827,23.777
-928.735,-1038.781,21.915,-929.317,-1038.919,23.123
-928.744,-1038.803,21.499,-930.328,-1038.663,23.532
-928.602,-1038.888,24.294,-929.654,-1038.788,23.237
-928.786,-1038.818,21.853,-930.525,-1038.649,24.024
-928.747,-1038.812,24.240,-930.462,-1038.580,22.667
-928.749,-1038.833,23.554,-930.460,-1038.611,23.490
-928.530,-1038.859,24.174,-930.494,-1038.591,23.972
-928.116,-1039.064,24.057,-930.155,-1038.674,23.220
-928.723,-1038.814,23.890,-930.023,-1038.732,23.860
-928.404,-1038.947,24.186,-930.663,-1038.611,21.950
-928.310,-1038.890,24.322,-929.927,-1038.704,23.733
-927.819,-1039.140,24.014,-929.449,-1038.836,23.568
-928.714,-1038.792,23.307,-929.738,-1038.765,22.783
-928.713,-1038.787,21.905,-929.466,-1038.821,23.676
-928.758,-1038.734,22.275,-929.534,-1038.827,22.374
-927.983,-1038.985,24.031,-929.273,-1038.935,22.971
-928.765,-1038.793,21.393,-930.592,-1038.555,22.119
-928.784,-1038.768,23.677,-930.005,-1038.705,23.920
-928.236,-1039.007,24.032,-929.808,-1038.773,23.332
-928.780,-1038.821,23.645,-929.692,-1038.837,23.113
-928.807,-1038.747,21.687,-930.364,-1038.623,23.448
-928.757,-1038.780,21.913,-930.666,-1038.608,23.295
-928.732,-1038.838,23.258,-929.324,-1038.920,23.654
-927.967,-1039.039,24.220,-929.430,-1038.892,23.600
-928.729,-1038.793,22.811,-929.525,-1038.853,23.243
-928.760,-1038.791,24.124,-930.044,-1038.765,21.362
-928.413,-1038.869,24.049,-930.018,-1038.683,23.935
-928.756,-1038.756,22.928,-929.262,-1038.882,23.433
-928.028,-1039.043,24.024,-930.415,-1038.612,22.847
-927.734,-1039.112,24.148,-929.974,-1038.763,22.092
-928.759,-1038.808,22.141,-930.168,-1038.653,23.406
-928.814,-1038.770,21.449,-930.053,-1038.684,23.275
-928.257,-1038.942,24.070,-930.162,-1038.645,21.372
-928.521,-1038.914,24.272,-930.035,-1038.679,23.183
-928.068,-1039.041,24.250,-929.828,-1038.746,23.123
-928.266,-1038.901,24.049,-930.216,-1038.693,23.317
-928.786,-1038.766,23.448,-929.394,-1038.927,23.119
-928.744,-1038.767,22.018,-929.587,-1038.871,22.630
-928.792,-1038.790,24.307,-930.392,-1038.601,22.864
-928.000,-1039.052,23.963,-930.004,-1038.693,23.312
-928.800,-1038.783,23.468,-929.645,-1038.814,22.811
-928.815,-1038.753,21.704,-929.406,-1038.853,23.922
-928.741,-1038.809,21.663,-929.246,-1038.914,23.979
-928.482,-1038.874,24.094,-930.554,-1038.547,22.835
-928.778,-1038.838,21.628,-930.211,-1038.655,22.574
-928.718,-1038.755,22.215,-930.468,-1038.615,23.176
-928.199,-1039.030,24.188,-929.271,-1038.891,21.958
-928.570,-1038.863,24.307,-930.293,-1038.617,23.615
-928.744,-1038.792,22.267,-930.578,-1038.546,23.152
-928.708,-1038.843,22.558,-930.598,-1038.589,23.079
-928.729,-1038.767,21.868,-930.373,-1038.617,23.738
-928.008,-1039.051,23.991,-930.194,-1038.687,22.636
-928.748,-1038.842,21.778,-929.688,-1038.824,22.203
-928.783,-1038.755,23.045,-930.123,-1038.715,23.964
-928.718,-1038.770,23.241,-929.786,-1038.769,22.324
-928.745,-1038.836,23.366,-930.238,-1038.642,22.427
-928.770,-1038.751,23.836,-930.545,-1038.600,22.652
-928.770,-1038.823,21.917,-929.849,-1038.804,23.623
-928.739,-1038.831,23.773,-930.505,-1038.631,24.015
-928.761,-1038.751,22.289,-929.340,-1038.898,22.291
-928.776,-1038.844,22.029,-929.746,-1038.775,22.179
-928.766,-1038.789,21.310,-930.276,-1038.697,24.005
-928.353,-1038.975,24.076,-930.219,-1038.711,23.536
-928.723,-1038.796,22.255,-929.855,-1038.765,23.836
-928.008,-1039.074,24.224,-929.318,-1038.842,23.010
-928.735,-1038.762,23.332,-930.377,-1038.601,23.759
-928.776,-1038.797,21.760,-930.494,-1038.581,22.821
-928.750,-1038.777,23.373,-929.651,-1038.803,22.376
-928.403,-1038.945,24.033,-929.256,-1038.842,23.111
-928.699,-1038.831,23.287,-929.977,-1038.735,23.424
-928.321,-1038.860,24.293,-930.387,-1038.633,22.296
-928.784,-1038.842,22.048,-930.374,-1038.660,23.006
-928.763,-1038.823,21.901,-930.133,-1038.634,23.879
-928.724,-1038.763,22.432,-929.569,-1038.827,23.613
-928.485,-1038.865,24.034,-929.721,-1038.761,22.089
-928.725,-1038.756,23.007,-929.703,-1038.783,22.715
-928.055,-1039.008,24.074,-930.603,-1038.575,23.415
-928.685,-1038.801,23.883,-930.446,-1038.625,23.159
-928.413,-1038.897,23.979,-929.587,-1038.811,22.902
-928.178,-1039.031,24.155,-930.115,-1038.682,22.484
-928.748,-1038.805,23.045,-930.173,-1038.702,21.395
-928.765,-1038.802,23.716,-929.594,-1038.777,23.158
-928.713,-1038.769,21.960,-930.625,-1038.591,21.870
-928.414,-1038.895,24.296,-930.305,-1038.632,21.406
-928.572,-1038.909,24.246,-930.419,-1038.607,22.160
-928.056,-1038.973,24.074,-930.547,-1038.553,22.100
-928.763,-1038.807,23.064,-929.485,-1038.835,22.799
-928.714,-1038.778,22.755,-930.345,-1038.633,23.467
-928.004,-1038.981,24.063,-929.394,-1038.852,22.745
-928.712,-1038.666,23.873,-930.116,-1038.673,23.494
-927.984,-1039.036,24.278,-929.490,-1038.829,22.633
-928.704,-1038.825,21.866,-929.364,-1038.906,22.806
-928.759,-1038.764,22.788,-930.004,-1038.707,22.260
-928.285,-1038.902,24.330,-929.431,-1038.823,23.909
-928.794,-1038.811,21.406,-930.337,-1038.662,23.957
-928.703,-1038.800,23.476,-929.715,-1038.779,22.513
-928.753,-1038.769,23.775,-930.190,-1038.689,22.955
-928.755,-1038.824,24.098,-930.440,-1038.684,24.006
-927.967,-1039.070,24.081,-930.466,-1038.588,23.765
-928.541,-1038.773,23.915,-930.114,-1038.682,22.911
-928.363,-1039.002,24.093,-930.371,-1038.609,23.410
-928.772,-1038.842,22.693,-930.559,-1038.532,23.524
-928.743,-1038.749,24.283,-930.468,-1038.607,22.134
-928.714,-1038.855,23.154,-929.995,-1038.695,22.600
-928.250,-1038.914,24.032,-929.688,-1038.830,23.809
-928.608,-1038.876,24.184,-929.318,-1038.863,23.226
-928.245,-1039.002,23.969,-929.898,-1038.794,22.581
-928.655,-1038.783,24.216,-930.371,-1038.632,23.578
-928.727,-1038.766,23.726,-930.600,-1038.562,23.463
-928.733,-1038.846,21.515,-930.030,-1038.681,23.828
-928.801,-1038.787,22.867,-929.866,-1038.691,23.899
-928.762,-1038.803,21.998,-930.647,-1038.588,23.256
-928.723,-1038.830,22.052,-930.307,-1038.673,22.175
-928.121,-1039.057,24.012,-930.488,-1038.589,23.008
-928.212,-1038.924,24.211,-930.490,-1038.623,23.535
-928.797,-1038.803,22.442,-929.877,-1038.747,22.425
-928.167,-1039.007,24.119,-930.571,-1038.564,22.186
-928.259,-1038.932,24.092,-929.819,-1038.792,23.477
-928.791,-1038.795,22.194,-930.356,-1038.639,23.550
-927.925,-1039.055,24.187,-930.053,-1038.733,23.602
-928.042,-1039.079,24.141,-929.318,-1038.892,22.033
-928.625,-1038.808,23.971,-929.745,-1038.795,22.334
-928.732,-1038.849,22.284,-930.407,-1038.599,23.142
-928.689,-1038.798,23.445,-929.711,-1038.773,22.066
-928.753,-1038.791,23.697,-930.038,-1038.757,23.263
-928.123,-1039.017,24.086,-930.640,-1038.632,23.787
-928.793,-1038.784,21.505,-930.454,-1038.590,22.856
-928.756,-1038.824,21.884,-929.714,-1038.771,22.476
-928.786,-1038.768,24.221,-929.422,-1038.898,23.602
-928.266,-1038.996,24.081,-930.485,-1038.577,22.822
-928.746,-1038.774,22.345,-929.503,-1038.836,23.744
-928.274,-1038.915,24.154,-929.634,-1038.813,23.380
-928.761,-1038.787,23.573,-929.796,-1038.748,22.787
-928.795,-1038.764,23.387,-929.686,-1038.792,21.328
-928.435,-1038.885,24.098,-930.228,-1038.653,22.410
-928.749,-1038.804,22.407,-930.372,-1038.654,22.333
-928.770,-1038.815,23.089,-930.069,-1038.723,23.632
-928.772,-1038.780,21.349,-930.314,-1038.686,23.472
-928.685,-1038.764,23.847,-929.253,-1038.874,22.698
-928.748,-1038.788,22.349,-929.896,-1038.726,22.979
-928.709,-1038.804,23.291,-930.546,-1038.571,22.698
-928.620,-1038.832,24.259,-929.809,-1038.748,23.177
-928.689,-1038.830,22.829,-930.511,-1038.562,23.710
-928.757,-1038.785,23.388,-930.208,-1038.639,23.990
-928.319,-1038.963,24.148,-930.454,-1038.655,21.649
-928.701,-1038.825,21.447,-929.612,-1038.780,23.124
-928.260,-1038.873,24.017,-930.532,-1038.581,23.901
-928.091,-1039.067,23.961,-930.287,-1038.638,23.426
-928.768,-1038.789,22.728,-929.438,-1038.865,22.328
-928.721,-1038.778,23.134,-930.361,-1038.616,23.853
-928.641,-1038.829,24.053,-930.297,-1038.671,23.475
-928.694,-1038.789,22.496,-929.639,-1038.797,23.614
-928.179,-1038.941,24.163,-929.317,-1038.869,23.529
-927.998,-1039.078,24.203,-929.912,-1038.729,23.072
-927.822,-1039.130,24.111,-930.437,-1038.568,23.862
-928.710,-1038.782,23.118,-930.488,-1038.626,22.875
-927.961,-1039.096,24.006,-930.263,-1038.640,23.662
-928.248,-1038.943,24.076,-929.806,-1038.756,22.498
-927.860,-1039.103,23.983,-930.032,-1038.733,23.582
-928.507,-1038.895,24.148,-929.760,-1038.758,22.303
-927.940,-1039.087,23.993,-929.332,-1038.842,23.142
-928.743,-1038.792,22.642,-930.503,-1038.543,22.656
-928.680,-1038.825,23.857,-930.300,-1038.683,23.173
-928.750,-1038.774,21.412,-929.766,-1038.794,22.382
-928.757,-1038.763,22.995,-930.268,-1038.645,23.694
-928.775,-1038.770,23.103,-929.802,-1038.795,23.457
-928.773,-1038.769,22.791,-930.034,-1038.698,22.106
-928.069,-1039.046,24.084,-930.367,-1038.634,22.307
-928.730,-1038.805,23.651,-929.945,-1038.738,22.732
-928.756,-1038.784,21.327,-930.051,-1038.703,23.441
-927.976,-1039.091,24.270,-929.800,-1038.781,23.436
-928.752,-1038.796,21.520,-929.419,-1038.930,21.863
-928.785,-1038.790,21.964,-930.044,-1038.749,22.955
-928.712,-1038.850,23.810,-930.393,-1038.648,22.644
-928.563,-1038.812,24.272,-930.505,-1038.569,23.717
-928.800,-1038.844,23.315,-929.289,-1038.860,23.694
-928.794,-1038.797,22.071,-929.387,-1038.862,23.221
-928.697,-1038.820,22.289,-929.737,-1038.753,22.124
-928.791,-1038.817,23.735,-929.514,-1038.817,22.477
-928.628,-1038.805,24.278,-930.395,-1038.626,22.221
-928.283,-1038.995,24.192,-929.688,-1038.815,23.968
-928.787,-1038.837,21.366,-930.115,-1038.682,23.428
-928.214,-1038.988,24.027,-929.444,-1038.904,21.603
-928.723,-1038.849,23.171,-929.728,-1038.825,22.199
-928.740,-1038.794,21.882,-930.331,-1038.661,23.238
-928.756,-1038.783,24.242,-929.911,-1038.733,23.263
-928.795,-1038.762,23.751,-930.420,-1038.596,22.251
-928.771,-1038.821,22.922,-929.898,-1038.775,22.849
-928.764,-1038.829,22.905,-930.383,-1038.618,22.308
-928.765,-1038.793,21.982,-929.434,-1038.897,23.346
-928.543,-1038.888,24.087,-930.359,-1038.659,22.302
-928.542,-1038.820,24.058,-929.573,-1038.813,23.188
-927.877,-1039.027,23.955,-930.558,-1038.571,23.393
-928.690,-1038.842,22.757,-930.317,-1038.648,21.369
-928.730,-1038.793,22.175,-929.562,-1038.801,23.620
-928.762,-1038.770,21.914,-930.089,-1038.677,23.922
-928.760,-1038.764,24.174,-930.305,-1038.635,22.240
-928.800,-1038.752,22.358,-929.574,-1038.809,22.551
-928.732,-1038.725,23.899,-930.383,-1038.624,22.847
-928.730,-1038.844,21.924,-929.631,-1038.828,22.797
-928.790,-1038.762,23.060,-930.656,-1038.624,23.717
-928.707,-1038.840,22.688,-930.633,-1038.589,22.532
-928.775,-1038.764,24.005,-930.510,-1038.531,23.844
-928.723,-1038.831,21.351,-930.004,-1038.745,23.887
-928.710,-1038.783,21.434,-929.822,-1038.775,23.776
-928.025,-1038.953,24.007,-929.884,-1038.755,22.644
-927.851,-1039.094,24.290,-930.328,-1038.611,23.084
-928.723,-1038.795,21.844,-929.250,-1038.881,22.318
-928.698,-1038.803,21.834,-929.261,-1038.841,23.288
-928.716,-1038.865,23.557,-929.893,-1038.735,23.233
-928.800,-1038.802,22.812,-929.676,-1038.866,21.473
-928.759,-1038.814,23.487,-929.737,-1038.740,21.375
-928.725,-1038.849,22.639,-929.615,-1038.789,22.081
-928.721,-1038.775,23.428,-929.911,-1038.786,22.676
-928.775,-1038.784,23.822,-930.444,-1038.648,23.920
-928.679,-1038.799,22.307,-929.327,-1038.863,23.182
-928.697,-1038.801,24.213,-930.390,-1038.603,22.198
-928.428,-1038.872,24.174,-930.436,-1038.626,22.407
-928.099,-1039.004,24.108,-930.494,-1038.591,22.601
-928.774,-1038.749,23.089,-930.612,-1038.577,22.709
-928.784,-1038.847,22.010,-929.272,-1038.870,22.947
-928.762,-1038.771,23.122,-930.213,-1038.655,23.759
-928.724,-1038.834,22.455,-929.970,-1038.707,22.834
-928.797,-1038.835,22.968,-929.264,-1038.866,22.491
-928.688,-1038.801,24.197,-930.171,-1038.715,23.528
-927.966,-1039.000,24.091,-929.825,-1038.748,23.145
-928.782,-1038.806,21.767,-930.265,-1038.629,22.976
-928.736,-1038.797,22.415,-929.724,-1038.836,21.420
-928.295,-1038.939,24.138,-930.229,-1038.635,22.892
-928.301,-1038.925,24.169,-930.282,-1038.663,23.701
-928.103,-1039.001,24.164,-930.106,-1038.663,23.366
-928.748,-1038.826,21.673,-929.723,-1038.796,24.009
-928.760,-1038.841,23.638,-929.786,-1038.750,22.769
-927.942,-1039.068,24.221,-929.319,-1038.933,21.923
-928.690,-1038.837,23.179,-929.501,-1038.853,23.197
-928.778,-1038.760,22.223,-930.597,-1038.581,23.276
-928.703,-1038.762,22.988,-930.337,-1038.681,21.411
-928.757,-1038.795,21.789,-929.565,-1038.869,22.269
-928.795,-1038.790,22.670,-929.809,-1038.791,22.666
-927.971,-1039.099,24.236,-930.298,-1038.640,22.979
-928.695,-1038.834,22.391,-929.967,-1038.749,23.140
-928.704,-1038.732,24.273,-929.342,-1038.876,22.589
-928.768,-1038.844,23.371,-929.629,-1038.844,22.898
-928.459,-1038.925,24.067,-930.011,-1038.688,23.151
-928.710,-1038.784,21.532,-930.618,-1038.557,23.526
